education,income,recency,mnt_wines,mnt_fruits,mnt_meat_products,mnt_fish_products,mnt_sweet_products,mnt_gold_prods,num_deals_purchases,num_web_purchases,num_catalog_purchases,num_store_purchases,num_web_visits_month,complain,response,age,family_size,total_spending,days_as_customer,offers_responded_to,parental_status,cluster
2,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,1,63,1,577,3811,2,0,0
2,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,61,2,162,4234,0,0,1
2,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,65,3,1957,4200,5,1,0
1,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,65,2,1576,4236,0,1,0
2,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,0,70,5,1616,4215,2,1,2
2,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,62,4,36,4330,0,1,1
4,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,66,2,1482,4211,0,1,0
2,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,40,3,22,3917,0,1,1
4,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,48,3,63,4016,0,1,1
2,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,32,1,680,4454,0,0,0
4,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,57,4,542,4217,0,1,2
1,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,44,3,50,4067,0,1,1
2,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,57,4,39,4297,0,1,1
2,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,68,3,1043,4254,0,1,0
3,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,52,2,385,4227,0,1,2
2,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,44,1,1633,4441,0,0,0
1,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,44,2,46,4159,0,1,1
2,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,0,0,47,2,761,3897,1,1,2
2,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,74,4,76,4125,0,1,1
2,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,50,3,290,4374,0,1,2
2,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,36,2,89,3845,0,1,1
2,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,43,3,70,4393,0,1,1
1,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,64,2,1066,4134,0,0,0
2,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,0,1,54,2,2009,3964,4,0,0
1,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,33,1,1345,4435,0,0,0
3,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,68,2,764,4349,0,1,2
2,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,61,2,195,4046,0,1,1
2,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,44,4,53,4212,0,1,1
2,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,50,2,368,4178,0,1,2
4,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,70,3,544,3966,0,1,2
1,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,0,0,67,2,1853,4397,2,0,0
4,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,0,0,58,4,35,3831,1,1,1
4,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,50,3,446,3901,3,1,2
2,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,45,2,1180,4251,0,1,0
3,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,51,3,41,3914,0,1,1
2,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,39,4,727,4292,0,1,2
2,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,58,4,40,4430,0,1,1
1,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,35,2,1062,4217,1,0,0
2,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,55,3,40,3951,0,1,1
3,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,55,4,292,3931,0,1,2
2,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,37,2,15,4333,0,0,1
1,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,35,3,341,4430,0,1,2
1,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,49,2,369,3991,0,1,2
4,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,51,3,401,4180,0,1,2
3,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,58,2,393,4257,0,1,2
3,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,38,3,10,4075,0,1,1
2,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,46,3,486,4216,0,1,2
2,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,45,3,69,4417,0,1,1
4,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,0,41,2,1727,4071,2,0,0
2,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,0,65,2,995,3971,1,1,0
2,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,48,3,45,3815,0,1,1
1,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,43,3,182,3883,0,1,1
3,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,46,3,989,4063,0,1,2
2,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,0,0,71,2,1677,4082,3,0,0
3,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,53,3,595,4161,0,1,2
2,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,41,3,156,4297,0,1,1
3,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,68,1,1226,3882,0,0,0
1,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,46,3,128,4325,0,1,1
2,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,0,1,52,2,86,3936,2,1,1
2,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,49,3,68,4418,0,1,1
2,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,49,3,16,4138,0,1,1
1,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,43,4,55,3807,0,1,1
4,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,1,52,1,2114,4452,1,0,0
4,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,54,2,2018,4159,0,0,0
4,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,71,4,263,4377,0,1,2
2,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,65,4,55,3997,0,1,1
2,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,62,4,564,4251,0,1,2
3,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,46,1,1281,3992,0,0,0
2,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,0,0,51,3,83,4302,1,1,1
3,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,59,3,353,4456,0,1,2
2,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,41,2,1003,3963,0,0,0
0,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,33,2,14,3857,0,1,1
4,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,0,1,81,1,902,4310,2,0,0
4,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,52,2,1139,4361,0,1,2
2,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,1,68,3,797,4123,1,1,2
2,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,66,2,1638,3954,0,1,0
4,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,50,3,401,4119,0,1,2
2,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,38,2,84,4047,0,1,1
2,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,66,2,928,4305,0,0,0
2,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,54,2,203,4114,0,1,1
2,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,57,2,858,4147,0,0,0
2,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,51,2,409,4004,0,0,0
2,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,55,5,282,4259,0,1,2
2,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,47,1,1423,3878,0,0,0
2,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,1,63,1,1449,4017,2,0,0
2,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,53,2,28,4006,0,1,1
2,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,50,3,67,3973,0,1,1
4,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,38,2,199,3908,0,0,1
4,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,58,1,1453,4162,0,0,0
2,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,32,2,1253,4031,0,0,0
4,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,1,61,2,1198,4317,1,1,2
3,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,1,52,3,178,4147,1,1,1
2,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,1,30,1,1990,4370,2,0,0
2,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,70,2,976,4211,0,0,0
3,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,64,2,1001,3982,0,0,0
4,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,42,2,1919,4123,3,0,0
1,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,70,2,350,4021,0,1,2
4,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,70,1,1650,4204,1,0,0
4,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,0,0,69,4,46,3874,2,1,1
2,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,31,1,1228,4235,0,0,0
3,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,1,55,2,95,4318,1,1,1
4,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,76,4,62,3853,0,1,1
2,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,38,3,1761,3839,1,1,0
3,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,45,2,467,4464,0,0,2
2,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,46,2,1149,3936,1,0,0
1,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,0,42,1,2052,3978,1,0,0
2,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,31,1,1127,3853,0,0,0
4,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,48,3,1416,4021,0,1,0
4,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,50,2,1113,3879,0,0,0
2,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,35,2,125,3936,0,1,1
4,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,0,73,2,966,4483,1,1,2
0,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,35,3,32,4351,0,1,1
2,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,72,1,833,3835,0,0,0
4,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,53,3,46,3832,0,1,1
2,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,53,2,960,4045,0,0,0
4,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,54,3,1829,4200,1,1,2
2,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,53,2,779,4147,0,1,2
4,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,49,2,811,4121,0,1,2
1,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,72,3,1120,4181,0,1,2
4,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,62,3,725,4141,0,1,2
2,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,1,41,1,1187,4194,2,0,0
2,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,71,2,2302,4279,4,0,0
0,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,38,1,66,4351,0,0,1
4,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,0,37,2,1250,4433,2,0,2
1,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,42,3,683,3930,0,1,2
2,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,45,3,305,4069,0,1,2
2,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,47,3,50,4002,0,1,1
1,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,49,2,995,4433,0,1,2
4,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,45,3,41,3847,0,1,1
4,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,0,0,48,4,77,3849,1,1,1
3,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,1,51,3,171,4313,1,1,2
4,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,53,3,131,4211,0,1,1
3,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,48,4,54,3846,0,1,1
4,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,48,4,53,4301,0,1,1
2,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,1,59,3,475,4372,1,1,2
2,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,72,2,694,4478,0,1,2
2,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,51,4,96,3850,0,1,1
4,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,67,2,361,4225,0,1,2
2,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,57,2,1079,4443,0,1,0
4,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,62,2,578,3850,0,1,2
3,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,1,55,3,64,4343,1,1,1
4,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,49,3,149,4055,0,1,1
2,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,44,4,231,3801,0,1,1
2,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,65,3,728,4087,0,1,2
2,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,1,51,2,1778,4111,3,0,0
2,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,51,3,93,4422,0,1,1
4,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,1,50,3,23,4239,1,1,1
2,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,44,3,662,4421,0,1,2
2,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,36,2,1198,3944,0,0,0
4,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,56,5,81,4325,0,1,1
1,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,1,0,36,3,92,4391,0,1,1
1,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,65,2,491,4021,0,1,2
3,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,53,2,1564,4420,0,0,0
2,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,62,2,926,3943,0,0,0
3,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,65,2,1910,4494,1,0,0
3,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,59,5,411,4058,0,1,2
2,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,72,4,94,3974,0,1,1
2,53103.0,70,729,17,133,11,0,195,5,10,6,7,7,0,0,70,3,1085,4087,1,1,2
1,46779.0,55,12,1,3,0,0,7,1,0,1,2,4,0,0,64,3,23,4149,0,1,1
2,4861.0,20,2,1,1,1,0,1,0,0,0,0,14,0,0,59,1,6,3804,0,0,1
3,33462.0,78,22,3,18,0,0,11,1,2,0,3,7,0,0,45,2,54,4123,0,1,1
2,63693.0,63,587,43,337,42,87,54,3,11,6,9,6,0,0,46,2,1150,4055,0,1,2
2,80763.0,17,674,168,108,192,42,231,1,5,11,6,3,0,1,74,2,1415,4115,3,0,0
4,65352.0,43,284,3,84,4,7,23,2,4,2,8,4,0,0,50,3,405,4109,0,1,2
4,82170.0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,46,2,1908,4013,0,0,0
2,75759.0,46,1394,22,708,89,91,182,1,9,7,9,5,0,1,55,2,2486,4044,4,0,0
1,79689.0,65,311,26,640,180,37,121,1,4,9,13,2,0,0,48,1,1315,4210,0,0,0
4,35340.0,1,27,0,12,0,1,5,2,2,0,3,5,0,0,68,3,45,3797,0,1,1
2,85683.0,6,1296,17,311,45,69,51,1,2,4,10,1,0,1,70,1,1789,3897,5,0,0
1,24884.0,32,3,6,7,0,0,3,1,0,0,3,7,0,0,52,3,19,4374,0,1,1
3,42021.0,34,393,5,136,7,5,27,5,10,1,6,9,0,0,43,3,573,4464,1,1,2
2,64449.0,70,218,63,282,137,35,70,4,5,3,12,4,0,0,35,2,805,3928,0,1,2
2,64587.0,49,66,0,16,0,6,20,2,1,1,4,3,0,0,70,3,108,3804,0,1,1
2,34824.0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,29,1,23,3892,0,0,1
2,75437.0,25,795,0,545,95,58,0,1,8,4,10,6,0,0,46,2,1493,4029,1,0,0
2,26091.0,84,15,10,19,8,17,20,3,2,1,3,5,0,0,67,4,89,3921,0,1,1
2,52845.0,7,384,25,292,130,41,64,3,8,8,6,6,0,0,51,3,936,4117,1,1,2
2,46086.0,34,244,8,32,7,2,50,4,3,1,8,4,0,0,68,2,343,4035,0,1,2
4,78028.0,38,158,19,288,25,0,38,1,6,4,9,7,0,1,68,2,528,4454,3,1,2
4,95169.0,1,1285,21,449,106,20,20,1,4,3,4,1,0,1,37,1,1901,4060,3,0,0
1,56337.0,25,349,16,144,28,5,182,5,8,5,4,8,0,1,43,4,724,4256,3,1,2
2,22434.0,25,4,12,11,3,13,15,2,2,0,3,8,0,0,37,3,58,4298,0,1,1
4,36930.0,50,223,2,31,0,2,39,5,5,2,4,8,0,0,70,3,297,4205,0,1,2
2,36130.0,46,157,43,127,68,56,37,6,3,8,4,4,0,1,70,2,488,4309,2,1,2
3,65569.0,96,397,46,288,20,38,70,2,6,5,10,3,0,0,71,3,859,4398,0,1,2
2,83844.0,57,901,31,345,75,31,191,1,4,4,11,1,0,0,72,2,1574,4210,1,0,0
2,19514.0,47,14,3,21,2,1,28,4,3,1,2,8,0,0,56,4,69,3951,1,1,1
4,36736.0,52,10,0,3,0,0,4,1,1,0,2,6,0,0,61,3,17,4212,0,1,1
2,77568.0,30,1230,0,396,232,178,158,1,10,2,8,5,0,0,45,3,2194,4470,3,1,0
4,49187.0,63,81,1,31,2,1,0,1,1,1,5,2,0,0,48,3,116,3966,0,1,1
2,30168.0,51,154,20,66,0,12,27,7,6,1,4,9,0,0,46,2,279,4276,0,1,2
3,34053.0,14,63,0,21,7,0,12,1,3,0,3,8,0,0,56,3,103,4454,0,1,1
3,38196.0,20,30,0,11,0,0,3,3,2,0,4,5,0,0,53,4,44,3869,0,1,1
3,59412.0,56,90,67,165,30,43,11,1,4,2,8,3,0,0,73,2,406,3868,0,0,0
1,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,59,2,1363,3880,1,0,0
2,54165.0,72,127,4,73,15,6,11,1,2,1,7,2,0,0,55,2,236,4194,0,0,1
2,32300.0,1,13,3,6,6,5,6,1,1,0,3,8,0,0,51,3,39,4339,0,1,1
2,20180.0,27,18,42,24,15,20,18,1,2,1,4,7,0,0,48,1,137,4291,0,0,1
2,34961.0,77,45,2,26,4,1,1,3,3,1,3,7,0,0,51,3,79,3807,0,1,1
4,28440.0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,50,3,63,4154,0,1,1
4,64504.0,81,986,36,168,16,0,108,7,11,3,4,7,0,1,71,5,1314,4279,1,1,2
3,33564.0,51,61,0,3,0,0,7,1,1,1,3,5,0,0,58,3,71,3802,0,1,1
2,17345.0,79,4,9,16,17,0,12,2,2,1,2,8,0,0,46,3,58,4400,0,1,1
4,56320.0,11,201,53,172,116,77,83,3,5,4,9,4,0,0,57,3,702,4244,0,1,2
2,28647.0,54,19,8,29,0,12,26,1,2,2,2,7,0,1,46,2,94,4109,2,1,1
0,15038.0,93,4,8,11,19,12,26,2,2,1,2,9,0,0,37,2,80,4313,0,1,1
4,32173.0,0,18,0,2,0,0,2,1,1,0,3,4,0,0,66,2,22,4129,0,1,1
1,68316.0,54,806,80,161,120,11,33,5,10,7,10,6,0,0,60,3,1211,4399,0,1,2
2,74538.0,21,380,98,733,110,112,28,1,8,8,5,3,0,1,53,2,1461,4162,2,0,0
2,91700.0,58,576,172,961,125,115,19,1,8,6,5,3,0,1,53,1,1968,4325,1,0,0
2,68695.0,3,458,81,356,106,50,40,1,4,4,7,2,0,0,55,2,1091,3801,0,0,0
1,31056.0,99,5,10,13,3,8,16,1,1,0,3,8,0,0,47,3,55,4320,0,1,1
2,79593.0,70,350,60,568,110,133,145,1,5,6,7,2,0,0,51,2,1366,3845,1,0,0
2,28071.0,65,39,33,130,41,26,44,2,5,1,5,8,0,0,44,1,313,4466,0,0,1
4,37334.0,44,26,1,16,2,2,15,4,3,0,4,4,0,0,66,4,62,3920,0,1,1
3,46423.0,6,68,0,16,0,0,8,3,2,0,4,7,0,0,52,3,92,4081,0,1,1
4,37126.0,9,45,3,9,4,4,7,1,1,2,2,6,0,1,53,3,72,3888,2,1,1
2,47703.0,95,359,0,134,13,26,123,4,6,3,8,5,0,0,71,3,655,4193,0,1,2
2,61180.0,70,403,24,29,6,24,218,2,5,5,6,3,0,0,65,3,704,3864,1,1,2
2,38998.0,92,34,1,14,0,0,5,3,2,0,3,8,1,0,70,4,54,4400,0,1,1
2,8028.0,62,73,18,66,7,12,2,15,0,1,0,19,0,0,33,1,178,4446,0,0,1
2,76081.0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,62,2,1033,3834,1,0,0
2,34728.0,2,14,0,16,0,0,6,1,1,1,2,6,0,1,38,3,36,4131,1,1,1
3,33168.0,0,80,1,37,0,1,3,3,2,1,4,7,0,0,59,2,122,4421,0,1,1
3,33585.0,91,30,11,33,13,6,29,1,2,0,4,4,0,0,58,3,122,4074,0,1,1
4,77037.0,3,463,96,333,168,53,10,1,7,7,12,3,0,0,64,3,1123,4056,0,1,0
2,35196.0,68,75,12,141,43,39,187,6,6,1,5,8,0,1,40,3,497,4390,1,1,2
2,44529.0,98,538,13,91,17,6,26,6,6,2,11,5,0,0,58,3,691,4156,1,1,2
1,70924.0,41,635,114,254,132,152,76,1,6,6,7,3,0,0,59,2,1363,3880,1,0,0
4,28764.0,16,8,0,3,0,0,1,1,1,0,2,8,0,0,58,4,12,3821,1,1,1
4,69098.0,82,1315,22,780,145,0,178,1,7,8,9,5,0,0,75,2,2440,4295,0,0,0
1,25959.0,1,4,2,12,7,5,26,2,1,2,2,6,0,1,54,3,56,4297,1,1,1
3,27100.0,64,12,0,13,2,0,10,1,1,0,3,7,0,0,41,3,37,4247,0,1,1
2,70596.0,68,347,44,534,17,0,26,1,3,5,12,2,0,0,39,1,968,4429,0,0,0
2,42557.0,98,192,5,53,0,5,15,4,6,1,4,8,0,0,50,3,270,4466,0,1,2
4,53312.0,32,241,0,12,0,0,25,1,5,1,5,7,0,0,73,2,278,4121,0,0,1
2,72228.0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,72,1,1250,4376,0,0,0
2,67605.0,84,336,28,282,184,54,54,1,2,8,6,1,0,0,37,2,938,4252,0,0,0
3,62845.0,3,1099,0,45,0,0,34,11,3,4,10,8,0,0,75,4,1178,4433,1,1,2
2,65196.0,34,743,19,181,12,0,200,2,7,6,11,5,0,0,66,4,1155,4136,1,1,2
4,42000.0,23,124,83,267,85,59,35,2,5,2,11,5,0,1,37,1,653,4332,1,0,0
4,35860.0,37,15,0,8,4,2,20,2,1,1,2,5,0,0,51,3,49,3838,1,1,1
4,65526.0,22,397,19,69,12,0,9,1,4,4,8,2,0,0,60,3,506,3876,0,1,2
2,16860.0,19,10,4,4,3,3,14,3,1,1,3,7,0,0,63,4,38,4452,0,1,1
2,83528.0,7,530,117,678,134,44,147,1,4,10,8,1,0,1,32,1,1650,3856,3,0,0
1,64176.0,52,1215,33,249,64,116,149,8,8,9,8,6,0,0,59,2,1826,4492,0,1,2
2,22304.0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,68,1,18,4491,0,0,1
2,67023.0,93,444,44,382,11,8,17,1,3,7,13,2,1,0,46,2,906,3914,0,0,0
4,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,53,3,46,3832,0,1,1
2,70713.0,23,736,114,279,82,76,190,6,5,6,8,3,0,0,58,3,1477,4370,0,1,0
2,59925.0,83,473,21,176,19,21,56,3,9,2,9,6,0,0,69,3,766,4373,0,1,2
2,39722.0,92,32,0,5,2,0,8,2,2,0,3,5,0,0,71,3,47,3922,0,1,1
2,46610.0,4,288,10,30,4,10,125,1,6,1,6,6,0,0,66,2,467,4143,0,0,2
2,88347.0,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,63,2,2116,4158,1,0,0
4,87171.0,27,1001,44,107,58,44,44,1,6,7,11,2,0,0,43,2,1298,4221,2,0,0
1,26907.0,10,9,1,7,0,3,2,2,1,0,3,7,0,0,48,4,22,4110,0,1,1
3,50014.0,9,234,14,77,19,10,42,2,4,1,8,5,0,0,56,2,396,3955,0,1,2
4,41014.0,65,7,2,6,2,0,3,1,1,0,2,7,0,0,46,3,20,4230,0,1,1
2,66294.0,68,251,108,334,65,92,117,1,4,3,5,2,0,0,59,1,967,3901,0,0,0
2,36715.0,16,172,10,125,21,13,16,6,7,2,4,9,0,1,53,3,357,4386,1,1,2
2,79456.0,12,565,42,548,64,83,99,1,5,6,4,3,0,1,68,2,1401,4473,1,0,0
2,40479.0,95,5,0,8,2,0,0,1,0,0,3,4,0,0,42,3,15,4113,0,1,1
3,75345.0,16,918,57,842,99,38,133,1,5,8,6,3,0,1,54,1,2087,4309,2,0,0
2,54233.0,46,652,8,158,21,0,142,4,11,6,5,8,0,0,47,3,981,4307,0,1,2
2,24163.0,3,4,1,7,2,1,2,2,1,0,3,4,0,0,54,3,17,4057,0,1,1
4,84460.0,80,152,27,103,106,54,81,0,9,9,4,5,0,1,66,2,523,4338,5,0,0
2,43776.0,77,8,0,9,2,1,3,1,1,0,2,6,0,0,41,3,23,3854,0,1,1
4,71691.0,0,336,130,411,240,32,43,1,4,7,5,2,0,1,66,1,1192,3901,1,0,0
4,85844.0,62,938,19,843,25,95,38,1,6,6,7,2,0,0,51,2,1958,3828,1,0,0
4,39190.0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,50,2,133,3861,0,1,1
2,71367.0,24,227,23,389,42,21,75,1,4,5,7,2,0,0,65,2,777,4107,0,0,0
4,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,52,3,73,4169,0,1,1
4,57236.0,22,105,0,9,2,1,4,3,2,1,4,3,0,0,59,4,121,3906,0,1,1
2,61825.0,56,162,50,100,55,30,27,1,4,2,8,4,0,0,45,2,424,4123,0,1,2
2,79803.0,54,574,8,216,21,16,33,1,4,3,5,1,0,0,66,2,868,3824,0,1,2
